title,rating,category,address,Postal Code,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,placeUrl,latitude,longitude
Box Office Fitness (Singapore),4.8,Boxing gym,"35 N Canal Rd, #03-01, Singapore 059291",059291,https://www.boxoffice-fitness.com/,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPfcr_bsjG6rkx3VwLv7b66461Sxq-_jpBllKv7=w408-h272-k-no,https://www.google.com/maps/place/Box+Office+Fitness+(Singapore)/data=!4m7!3m6!1s0x31da190afcf782c9:0xd09cd4ebbe0329da!8m2!3d1.2869162!4d103.8471577!16s%2Fg%2F11hcbbcyj6!19sChIJyYL3_AoZ2jER2ikDvuvUnNA,1.2869375,103.8471875
Enabling Village ActiveSG Gym,3.9,Gym,"20 Lengkok Bahru, #01-05 Enabling Village, Singapore 159053",159053,https://www.myactivesg.com/facilities/activesg-gym-enabling-village,+65 6265 1292,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,https://lh5.googleusercontent.com/p/AF1QipO6IocyW8b3aKMqla_j_UlLdJ5zIMfYPodthdB9=w408-h306-k-no,https://www.google.com/maps/place/Enabling+Village+ActiveSG+Gym/data=!4m7!3m6!1s0x31da1bd37147c9cf:0x54f6a357f02b18e7!8m2!3d1.2872434!4d103.8148244!16s%2Fg%2F11g6xp0_s0!19sChIJz8lHcdMb2jER5xgr8Fej9lQ,1.2871875,103.8148125
Dynamic Fitness Gym,4.7,Gym,"48 Yio Chu Kang Rd, Singapore 545559",545559,,+65 9233 2776,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipP_irqwPHBtmC3r1iUQapFeQCGrDN9Am_poROc=w408-h306-k-no,https://www.google.com/maps/place/Dynamic+Fitness+Gym/data=!4m7!3m6!1s0x31da17aee39c3c1b:0x242afc949281690d!8m2!3d1.3570586!4d103.8757858!16s%2Fg%2F11cs5n7rnl!19sChIJGzyc464X2jERDWmBkpT8KiQ,1.3570625,103.8758125
Gforce Fitness,5,Gym,"5 Toh Tuck Link, #2-00, Singapore 596224",596224,https://gforce-gym.business.site/?utm_source=gmb&utm_medium=referral,+65 8835 3398,5–8:45PM,5–9PM,Closed,5–9PM,3:30–9PM,9AM–1PM,3–5PM,https://lh5.googleusercontent.com/p/AF1QipOdaggeQZpyaylDsFHLdJSGdCLZeM6dQoXIeFjz=w408-h272-k-no,https://www.google.com/maps/place/Gforce+Fitness/data=!4m7!3m6!1s0x31da118e384f5b07:0xb923d492c06c5b56!8m2!3d1.3305148!4d103.757112!16s%2Fg%2F11jsb9mdq5!19sChIJB1tPOI4R2jERVltswJLUI7k,1.3305625,103.7570625
GoFit Geylang,4.8,Gym,"22 Lor 18 Geylang, Singapore 398804",398804,https://www.gofit-gym.com.sg/,+65 8877 9895,6AM–11PM,6AM–11PM,6AM–11PM,6AM–11PM,6AM–11PM,7AM–10PM,8AM–10PM,https://lh5.googleusercontent.com/p/AF1QipOkhe_iqwfR4dER5GYqUSP8lNyUZzNRKwOArGol=w408-h272-k-no,https://www.google.com/maps/place/GoFit+Geylang/data=!4m7!3m6!1s0x31da196cfe7ab525:0x619f49126130d2ea!8m2!3d1.3118554!4d103.8804857!16s%2Fg%2F11smh23vj1!19sChIJJbV6_mwZ2jER6tIwYRJJn2E,1.3118125,103.8804375
UFC Gym Singapore | Fitness Franchise | Martial Arts | Gym,4,Gym,"1 Raffles Link, B1-47, Singapore 039393",039393,https://www.ufcgymsingapore.com/,+65 6219 3364,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,9AM–6PM,9AM–6PM,https://lh5.googleusercontent.com/p/AF1QipPcUfeQafQfrTHk9AoJ00h7aOJ4MRkSrk1ycqWW=w408-h306-k-no,https://www.google.com/maps/place/UFC+Gym+Singapore+%7C+Fitness+Franchise+%7C+Martial+Arts+%7C+Gym/data=!4m7!3m6!1s0x31da176e082d929b:0xa44bc48e579ba6fa!8m2!3d1.2918741!4d103.8558202!16s%2Fg%2F11gmd884gg!19sChIJm5ItCG4X2jER-qabV47ES6Q,1.2918125,103.8558125
Singapore Calisthenics Academy,4.9,Gym,"11 Collyer Quay, LEVEL #20-00, Singapore 049317",049317,http://singaporecalisthenics.com/,+65 8894 9118,7AM–9PM,8AM–10PM,7AM–9PM,8AM–9PM,7AM–9PM,8AM–6PM,9AM–1:30PM,https://lh5.googleusercontent.com/p/AF1QipPVxP6vlvPvADgJpw8SaxHgU9oSTVuBmFzcQBHK=w408-h271-k-no,https://www.google.com/maps/place/Singapore+Calisthenics+Academy/data=!4m7!3m6!1s0x31da19cbf28f6cd5:0x32abcc39e2fefcec!8m2!3d1.2835611!4d103.8522914!16s%2Fg%2F11bxfy190k!19sChIJ1WyP8ssZ2jER7Pz-4jnMqzI,1.2835625,103.8523125
F45 Training Macpherson West,4.9,Gym,"181, 185 MacPherson Rd, Singapore 348544",348544,f45training.sg,+65 8617 7040,6AM–6PM,6AM–6PM,6AM–6PM,6AM–6PM,6AM–6PM,6AM–6PM,6AM–6PM,https://lh5.googleusercontent.com/p/AF1QipNfmAfm6ffsl3qPD49Ze26thyhKfCBl9GoWtmr9=w426-h240-k-no,https://www.google.com/maps/place/F45+Training+Macpherson+West/data=!4m7!3m6!1s0x31da17dd7d7e52f7:0x5f0910cc67f1c3e7!8m2!3d1.3303394!4d103.8752437!16s%2Fg%2F11t4hn8txw!19sChIJ91J-fd0X2jER58PxZ8wQCV8,1.3303125,103.8751875
The Jungle MMA,5,Muay Thai boxing gym,"35 Boat Quay, Singapore 049824",049824,https://www.thejungle.asia/,+65 9328 6002,12–9:15PM,12–9:30PM,12–9:30PM,12–9:30PM,12–8:30PM,9:15AM–4PM,11AM–5PM,https://lh5.googleusercontent.com/p/AF1QipNoeku8gZU3HwgC20wOzXeVYBrogpp9j46b4onb=w408-h725-k-no,https://www.google.com/maps/place/The+Jungle+MMA/data=!4m7!3m6!1s0x31da19bc02c6e5f7:0x869d98b78f7cec0e!8m2!3d1.2862712!4d103.8496622!16s%2Fg%2F11d_8_h4zs!19sChIJ9-XGArwZ2jERDux8j7eYnYY,1.2863125,103.8496875
Platinum Fitness Tanglin – #1 Premium Members Gym in Singapore,5,Gym,"163 Tanglin Rd, #02-118/119/120 Tanglin Mall, Singapore 247933",247933,https://www.platinumfitness.sg/,+65 8447 6334,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMyjx-Tw4svMYslm8jweMUaHAqjQWJxHapONGCO=w426-h240-k-no,https://www.google.com/maps/place/Platinum+Fitness+Tanglin+%E2%80%93+%231+Premium+Members+Gym+in+Singapore/data=!4m7!3m6!1s0x31da198910ab5195:0xba5dac95ef6d6a7b!8m2!3d1.305035!4d103.823845!16s%2Fg%2F11rj640rxy!19sChIJlVGrEIkZ2jERe2pt75WsXbo,1.3050625,103.8238125
Anytime Fitness,4.6,Gym,"638 Jurong West Street 61, #03-01 Pioneer Mall, Singapore 640638",640638,anytimefitness.sg,+65 8500 4500,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMDidYP8PkSXyF6MPQNJ2ZsYHXdsJFt2d5vtT58=w408-h306-k-no,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x31da0f363e7acbd3:0xd4b75c6a7088b8b!8m2!3d1.3416597!4d103.6970618!16s%2Fg%2F11jn_ygh2v!19sChIJ08t6PjYP2jERi4sIp8Z1Sw0,1.3416875,103.6970625
GYMMBOXX Bishan,4,Fitness center,"51 Bishan Street 13, #04-01/02, Bishan Community Club, Singapore 579799",579799,https://gymmboxx.com/our-gyms/bishan/,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOt9O-xMTbl6AcAsGkwMVEs0nWKIWBYwBwOTgwp=w408-h408-k-no,https://www.google.com/maps/place/GYMMBOXX+Bishan/data=!4m7!3m6!1s0x31da171400a6356d:0x1889d0456bf6a9cf!8m2!3d1.3499251!4d103.8508422!16s%2Fg%2F11b8_1_9tf!19sChIJbTWmABQX2jERz6n2a0XQiRg,1.3499375,103.8508125
Core Collective Anson,4.7,Wellness center,"79 Anson Rd, #21-01, #22-01, Singapore 079906",079906,corecollective.sg,+65 6250 1222,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,8AM–4PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPF8P21UrhvqX179OalFEgtd1ar_zXyd3PKPwDq=w408-h272-k-no,https://www.google.com/maps/place/Core+Collective+Anson/data=!4m7!3m6!1s0x31da1914bbd6ea49:0x4d7230a9f37d1313!8m2!3d1.2742752!4d103.8456739!16s%2Fg%2F11hcyzn444!19sChIJSerWuxQZ2jERExN986kwck0,1.2743125,103.8456875
TFX Fitness - Funan,3.3,Gym,"107 North Bridge Rd, #04-18, Singapore 179105",179105,tfx.sg,+65 6690 2388,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPA8LX98Zj0EvxoZnMnF6ATF8kjvN6pamDwtIlv=w426-h240-k-no,https://www.google.com/maps/place/TFX+Fitness+-+Funan/data=!4m7!3m6!1s0x31da191c74bcd737:0x6f58fc444b6b3d9f!8m2!3d1.2911354!4d103.8501524!16s%2Fg%2F11fmmdwns5!19sChIJN9e8dBwZ2jERnz1rS0T8WG8,1.2911875,103.8501875
Anytime Fitness Jurong Point,4.1,Gym,"1 Jurong West Central 2 JP1#03-24/25, Singapore 648886",648886,https://www.anytimefitness.sg/membership-inquiry/?club=SG-0076,+65 8886 2262,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMZoArS7mJJgxEiejH57cx38hfbekCaASwxA5xh=w408-h544-k-no,https://www.google.com/maps/place/Anytime+Fitness+Jurong+Point/data=!4m7!3m6!1s0x31da0f932c000001:0x838be758272aca3!8m2!3d1.3400353!4d103.7061073!16s%2Fg%2F11hjm9_06z!19sChIJAQAALJMP2jERo6xygnW-OAg,1.3400625,103.7060625
Anytime Fitness NEX,3.5,Gym,"23 Serangoon Central, #04-73/74/75 nex Serangoon Central Central Singapore, Singapore 556083",556083,anytimefitness.sg,+65 6555 3400,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN2051quuzR0jFB8bGf5k8-lfQrfddCksFzPXYI=w408-h306-k-no,https://www.google.com/maps/place/Anytime+Fitness+NEX/data=!4m7!3m6!1s0x31da17a6ead35d21:0xae1f67f68eafc703!8m2!3d1.3509467!4d103.8724044!16s%2Fg%2F11b6_811hm!19sChIJIV3T6qYX2jERA8evjvZnH64,1.3509375,103.8724375
Fitness First Paya Lebar,3.9,Gym,"10 Eunos Road 8 #02-104 Singapore Post Centre, Singapore 408600",408600,https://www.fitnessfirst.com.sg/clubs/paya-lebar-singpost-centre?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,+65 6713 9120,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,8AM–10PM,8AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPa48AhD3xRuozPaOWtDrqcbZIgKMDa_ls7G5Od=w408-h306-k-no,https://www.google.com/maps/place/Fitness+First+Paya+Lebar/data=!4m7!3m6!1s0x31da19923f7562cb:0xb117f87e4213a7bf!8m2!3d1.318983!4d103.8948672!16s%2Fg%2F11g0jqtl8n!19sChIJy2J1P5IZ2jERv6cTQn74F7E,1.3189375,103.8948125
Fenix Fitness,5,Gym,"30 Raffles Pl, #22F, Singapore 048622",048622,fenixfit.com,+65 9233 5697,6:45AM–9:30PM,6:45AM–9:30PM,6:45AM–9:30PM,6:45AM–9:30PM,6:45AM–9:30PM,7AM–3PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMgdc-SNc54VxccX5i08ZoXVq3dccBzvExhEOkj=w408-h276-k-no,https://www.google.com/maps/place/Fenix+Fitness/data=!4m7!3m6!1s0x31da194c89f8c43d:0xd7437b3ad781e18c!8m2!3d1.2841089!4d103.852015!16s%2Fg%2F11rc91_fc2!19sChIJPcT4iUwZ2jERjOGB1zp7Q9c,1.2840625,103.8520625
Athlete Lab Singapore,4.8,Gym,"71 Amoy St, Singapore 069890",069890,athlete-lab.com,+65 8223 1301,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–8PM,9AM–1PM,9AM–1PM,https://lh5.googleusercontent.com/p/AF1QipNpslzLiJwt-INax4_wei_rVUcAdZhs3PRUcRBe=w408-h272-k-no,https://www.google.com/maps/place/Athlete+Lab+Singapore/data=!4m7!3m6!1s0x31da190d65d0e93f:0x23441f2258cbc931!8m2!3d1.2802762!4d103.8465842!16s%2Fg%2F12hnrr8jk!19sChIJP-nQZQ0Z2jERMcnLWCIfRCM,1.2803125,103.8465625
Anytime Fitness Nanyang CC,4.4,Gym,"60 Jurong West Street 91, #01-08 Nanyang Community Club, Singapore 649040",649040,anytimefitness.sg,+65 9475 5480,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNaYMITNd3oivZMAPb1SgbfcYquLO5WL4x2igV3=w408-h408-k-no,https://www.google.com/maps/place/Anytime+Fitness+Nanyang+CC/data=!4m7!3m6!1s0x31da0f99963d00d7:0x52e539fe1bb3a4ce!8m2!3d1.342446!4d103.6925124!16s%2Fg%2F11clhs6b3f!19sChIJ1wA9lpkP2jERzqSzG_455VI,1.3424375,103.6925625
BFT Outram,4.7,Gym,"331 New Bridge Rd, #01-04, Singapore 088764",088764,https://www.bodyfittraining.com/club/outram,+65 9152 0687,"6:20–9:30AM, 10:30AM–1:30PM, 5:45–9PM","6:20–9:30AM, 12:30–1:30PM, 5:45–9PM","6:20–9:30AM, 12:30–1:30PM, 5:45–9PM","6:20–9:30AM, 12:30–1:30PM, 5:45–9PM","6:20–9:30AM, 12:30–1:30PM, 5:45–9PM",8–11AM,Closed,https://lh5.googleusercontent.com/p/AF1QipO22vj2aUpVTWI3STbs10mAxHQR4dquSeYcnhg7=w408-h306-k-no,https://www.google.com/maps/place/BFT+Outram/data=!4m7!3m6!1s0x31da19cae33698f7:0x7f27976b91ff8191!8m2!3d1.2800793!4d103.8402958!16s%2Fg%2F11k69lzc6t!19sChIJ95g248oZ2jERkYH_kWuXJ38,1.2800625,103.8403125
Ark Move Woodleigh,4.9,Gym,"462 Upper Serangoon Rd, Singapore 534496",534496,join.arkmove.com,+65 8023 7234,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOtPDhXpTDzoyzYhI76e4wxumHNId9fVy7Oz7Q=w408-h306-k-no,https://www.google.com/maps/place/Ark+Move+Woodleigh/data=!4m7!3m6!1s0x31da1709592d5841:0x9b125ff77d8b75b9!8m2!3d1.3438414!4d103.8709285!16s%2Fg%2F11rgsy2_js!19sChIJQVgtWQkX2jERuXWLffdfEps,1.3438125,103.8709375
XYCO Studio,4.9,Gym,"22 Martin Rd, #02-02, Singapore 239058",239058,xycostudio.sg,+65 6491 1125,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,8AM–5PM,8AM–5PM,https://lh5.googleusercontent.com/p/AF1QipNDyDpKs-ZItvxN2Yjq9eNfFWyeVUy4h6bHTLKX=w408-h272-k-no,https://www.google.com/maps/place/XYCO+Studio/data=!4m7!3m6!1s0x31da19894f2a60cd:0x8bdd12abac8cd786!8m2!3d1.2918584!4d103.8384228!16s%2Fg%2F11qpkzhdcw!19sChIJzWAqT4kZ2jERhteMrKsS3Ys,1.2918125,103.8384375
F45 Training Jurong West,5,Gym,"7 Jurong West Ave 5, #02-05, Singapore 649486",649486,f45training.com,+65 8113 7871,"6:15–9AM, 12:15–1PM, 6:15PM–9AM","12:15–1PM, 6:15–9PM","6:15–9AM, 12:15–1PM, 6:15–9PM","6:15–9AM, 12:15–1PM, 6:15–9PM","6:15–9AM, 12:15–1PM, 6:15–9PM",7AM–1PM,7AM–12PM,https://lh5.googleusercontent.com/p/AF1QipOOCPgYj9uBBS7m0l73VkujMNUBrlFfKOJVkWcB=w426-h240-k-no,https://www.google.com/maps/place/F45+Training+Jurong+West/data=!4m7!3m6!1s0x31da0f0d3f7da2f1:0x31ba7c65349fa111!8m2!3d1.3488469!4d103.7034134!16s%2Fg%2F11nxcn9tvv!19sChIJ8aJ9Pw0P2jEREaGfNGV8ujE,1.3488125,103.7034375
Dennis Gym - Farrer Park,5,Gym,"159b kitchener Road Singapore 208530, Singapore 280530",280530,chrome-error://chromewebdata/,+65 9005 3504,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNru-2QNMO7NaSd1QAapzUDlXYmgPW41Vxcm0iW=w408-h305-k-no,https://www.google.com/maps/place/Dennis+Gym+-+Farrer+Park/data=!4m7!3m6!1s0x31da19d3b746098f:0xa87b3b58c52cdd25!8m2!3d1.3101433!4d103.8568248!16s%2Fg%2F11s619v9nd!19sChIJjwlGt9MZ2jERJd0sxVg7e6g,1.3101875,103.8568125
JR Fitness Singapore (Novena),4.8,Gym,"55 Newton Rd, #05-02, Singapore 307987",307987,jrfitness.com.sg,+65 6909 5382,5:30–9:30PM,5:30–9:30PM,5:30–9:30PM,5:30–9:30PM,5:30–9:30PM,9AM–4:30PM,9AM–4:30PM,https://lh5.googleusercontent.com/p/AF1QipPl979hiWTYXiMVguG7_8Ri00_ZKY-GVcER8KMo=w408-h544-k-no,https://www.google.com/maps/place/JR+Fitness+Singapore+(Novena)/data=!4m7!3m6!1s0x31da19b6b5151c93:0xc9ebd2de3551a63d!8m2!3d1.319965!4d103.8421325!16s%2Fg%2F11ry7n5q9c!19sChIJkxwVtbYZ2jERPaZRNd7S68k,1.3199375,103.8421875
EQUIP,4.6,Gym,"78 Rifle Range Rd, Singapore 588384",588384,https://www.equip.com.sg/,+65 6463 4924,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–8PM,9AM–8PM,https://lh5.googleusercontent.com/p/AF1QipOCbiOuGgaQDWf8FAEROcYdTTFJjTZbBk7cOqxG=w408-h306-k-no,https://www.google.com/maps/place/EQUIP/data=!4m7!3m6!1s0x31da1064ad77aed7:0xccb441e916baac52!8m2!3d1.3408838!4d103.7794588!16s%2Fg%2F11bbrm0ljf!19sChIJ1653rWQQ2jERUqy6FulBtMw,1.3409375,103.7794375
The Gym Pod @ Punggol Park,4.7,Gym,"Hougang Ave 10, Singapore 538768",538768,thegympod.com,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMLaumg6xQkw-VeRa6WZWaePxqfjrksVNKJJx8D=w408-h292-k-no,https://www.google.com/maps/place/The+Gym+Pod+@+Punggol+Park/data=!4m7!3m6!1s0x31da3d799893fcab:0xa534ddf6e663f613!8m2!3d1.3775717!4d103.8973365!16s%2Fg%2F11k0zlqnyk!19sChIJq_yTmHk92jERE_Zj5vbdNKU,1.3775625,103.8973125
Rev Fight Club,4.9,Gym,"46 South Bridge Rd, #02-02, Singapore 058679",058679,https://rev-fightclub.net/,+65 9777 2669,12:30–9:30PM,12:30–9:30PM,12:30–9:30PM,12:30–9:30PM,12:30–9:30PM,10:30AM–3PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNT320BkcNuUZbu4tNILURZuXl7z8BNCKvgkg3k=w408-h306-k-no,https://www.google.com/maps/place/Rev+Fight+Club/data=!4m7!3m6!1s0x31da190af651192d:0x395aa19e39df8a6c!8m2!3d1.287784!4d103.848244!16s%2Fg%2F11ddwv7966!19sChIJLRlR9goZ2jERbIrfOZ6hWjk,1.2878125,103.8481875
SWEAT!,4.8,Gym,"4 Everton Park, #01-50, Singapore 080004",080004,sweat.com.sg,+65 8168 7715,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CCNQiJb8UHQu_0E5FK3bDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.26749&pitch=0&thumbfov=100,https://www.google.com/maps/place/SWEAT!/data=!4m7!3m6!1s0x31da196b893cfce3:0x459d584e69e8161a!8m2!3d1.276937!4d103.840149!16s%2Fg%2F1hc5yqfng!19sChIJ4_w8iWsZ2jERGhboaU5YnUU,1.2769375,103.8401875
Anytime Fitness Sengkang Rivervale,4.3,Gym,"Rivervale Mall, 11 Rivervale Cres, #02-01, Singapore 545082",545082,anytimefitness.sg,+65 8868 0210,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipO2RLBHcC542F0FYbw_s1RV7hV5SzHE2wcRBvws=w647-h240-k-no,https://www.google.com/maps/place/Anytime+Fitness+Sengkang+Rivervale/data=!4m7!3m6!1s0x31da16053794c715:0x9b9319ff02b00cac!8m2!3d1.3923205!4d103.9045208!16s%2Fg%2F11csbpbltl!19sChIJFceUNwUW2jERrAywAv8Zk5s,1.3923125,103.9045625
The Lab Fitness SG,5,Gym,"7 One-North Gtwy, #01-15, Singapore 138642",138642,thelabfitness.sg,+65 9100 6728,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,9AM–5PM,Closed,https://lh5.googleusercontent.com/p/AF1QipOOhsOsAcXi_G6qmOEe4vqrmHD3tDrQN-RQvt9t=w426-h240-k-no,https://www.google.com/maps/place/The+Lab+Fitness+SG/data=!4m7!3m6!1s0x31da1ba062e7317f:0xa9009ca30449b92b!8m2!3d1.302399!4d103.7899399!16s%2Fg%2F11n0dzpg1c!19sChIJfzHnYqAb2jERK7lJBKOcAKk,1.3024375,103.7899375
Amore Fitness & Define,4.7,Gym,"Sengkang West Avenue 02-38, 33 Sengkang West Ave, #33 The Seletar Mall, Singapore 797653",797653,https://amorefitness.com.sg/,+65 6339 7822,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–8PM,9AM–8PM,https://lh5.googleusercontent.com/p/AF1QipOg7CSmULsXRhKzNmxCgV6RZFH1h6TWkEg9WoJS=w408-h408-k-no,https://www.google.com/maps/place/Amore+Fitness+%26+Define/data=!4m7!3m6!1s0x31da1664dbdc5da3:0x2435ec0e2bfceb6!8m2!3d1.3912579!4d103.876396!16s%2Fg%2F11c17vvxwc!19sChIJo13c22QW2jERts6_4sBeQwI,1.3913125,103.8764375
Trium Fitness,4.4,Fitness center,"12 Kallang Ave, #03-01, Singapore 339511",339511,trium.fitness,+65 8782 8633,9AM–9:30PM,9AM–9:30PM,9AM–9:30PM,8:30AM–9:30PM,9AM–7PM,9AM–4PM,10AM–2:30PM,https://lh5.googleusercontent.com/p/AF1QipMbQ7tiA8S0Stc2H10Kx9cG_UZpWoPmFU4-Ih2y=w408-h306-k-no,https://www.google.com/maps/place/Trium+Fitness/data=!4m7!3m6!1s0x31da19ca4facd1b9:0x135e439912b39ddd!8m2!3d1.309362!4d103.864132!16s%2Fg%2F11c5sr1h3x!19sChIJudGsT8oZ2jER3Z2zEplDXhM,1.3093125,103.8641875
Amore Fitness & Define,4.8,Gym,"03-17, 63 Jurong West Central 3, #2 Jurong Point, Singapore 648331",648331,amorefitness.com,+65 6337 7333,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–8PM,9AM–8PM,https://lh5.googleusercontent.com/p/AF1QipNQtB1ehPlLve9LEVTXikicgtfJeYGN79qIoiKu=w408-h306-k-no,https://www.google.com/maps/place/Amore+Fitness+%26+Define/data=!4m7!3m6!1s0x31da0fecc7eb1999:0xfd4eb70f4e8d7a06!8m2!3d1.3393078!4d103.7054044!16s%2Fg%2F1vn160vc!19sChIJmRnrx-wP2jERBnqNTg-3Tv0,1.3393125,103.7054375
Anytime Fitness D'Arena Jurong,5,Gym,"511 Upper Jurong Rd, #02-05 Anytime Fitness D'Arena, Singapore 638366",638366,https://www.anytimefitness.com/find-gym/,+65 8884 9730,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNthRpxVNDmPOSaNJMs5JngUCUgO_3elZifttgN=w408-h306-k-no,https://www.google.com/maps/place/Anytime+Fitness+D'Arena+Jurong/data=!4m7!3m6!1s0x31da0facabc5b9b1:0xfaa8cc12cbf22c39!8m2!3d1.3294741!4d103.6822694!16s%2Fg%2F11q8jpx04k!19sChIJsbnFq6wP2jEROSzyyxLMqPo,1.3294375,103.6823125
Sparkd | The Brain & Fitness Hub,4.9,Gym,"46 Kim Yam Road The Herencia Unit 04-23 & 24, Singapore 239351",239351,sparkdfitness.com,+65 9151 8930,7AM–8PM,8AM–8PM,7AM–8PM,8AM–8PM,7AM–8PM,8AM–12PM,8AM–12PM,https://lh5.googleusercontent.com/p/AF1QipP6oq5lVwsf5fvQ16xrOIikKM17_71Pbo-RuQL5=w408-h272-k-no,https://www.google.com/maps/place/Sparkd+%7C+The+Brain+%26+Fitness+Hub/data=!4m7!3m6!1s0x31da194895e35269:0x3b32537a75420645!8m2!3d1.2928106!4d103.8386992!16s%2Fg%2F11mx8t287m!19sChIJaVLjlUgZ2jERRQZCdXpTMjs,1.2928125,103.8386875
The Ring Boxing Community (Kim Yam Road),4.5,Boxing gym,"58 Kim Yam Rd, #01-01, Singapore 239359",239359,thering.sg,+65 6385 1488,7AM–8:30PM,7AM–8:30PM,7AM–8:30PM,7AM–8:30PM,7AM–8:30PM,8AM–6PM,8AM–1PM,https://lh5.googleusercontent.com/p/AF1QipNpuk2TNKPk-pbSu3vaAQMvPgKEzl4Vv_Cztcpa=w408-h272-k-no,https://www.google.com/maps/place/The+Ring+Boxing+Community+(Kim+Yam+Road)/data=!4m7!3m6!1s0x31da199ebcb3b0df:0x16bf0adf3386a90e!8m2!3d1.2929534!4d103.8396061!16s%2Fg%2F11c55vxkcd!19sChIJ37CzvJ4Z2jERDqmGM98KvxY,1.2929375,103.8395625
Yio Chu Kang ActiveSG Gym,4.1,Gym,"200 Ang Mo Kio Ave 9, Singapore 569770",569770,https://www.myactivesg.com/facilities/yio-chu-kang-sports-centre,+65 6482 4980,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMABrI-WoROmS8M3C3Ci2SlFF9vjFGUKKJDZ3rW=w408-h306-k-no,https://www.google.com/maps/place/Yio+Chu+Kang+ActiveSG+Gym/data=!4m7!3m6!1s0x31da16eab74e0ce9:0xc3c06fdc8a566cce!8m2!3d1.3822319!4d103.845925!16s%2Fg%2F11c1wt74bm!19sChIJ6QxOt-oW2jERzmxWitxvwMM,1.3821875,103.8459375
