"","OBJECTID","LANDYADDRE","LANDXADDRE","ADDRESSPOS","PHOTOURL","NAME","HYPERLINK","DESCRIPTIO","ADDRESSUNI","ADDRESSSTR","ADDRESSFLO","ADDRESSBUI","INC_CRC","FMEL_UPD_D","ADDRESSBLO","X_ADDR","Y_ADDR"
"118",118,37590.3682,42169.5015,529231,NA,"East Spring Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football",NA,"30 Tampines Street 34",NA,NA,"31419E880E529740",2014-04-17,NA,42169.5015,37590.3682
"119",119,41365.6853,33992.3622,544969,NA,"Anchor Green Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field, Indoor Sports Hall 
Sports 
Free Pla",NA,"31 Anchorvale Drive",NA,NA,"2E8C9EC4BE1548EB",2014-04-17,NA,33992.3622,41365.6853
"120",120,35993.9015,30081.0985,318990,NA,"Beatty Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"1 Toa Payoh North",NA,NA,"206CA85D333CE6F4",2014-04-17,NA,30081.0985,35993.9014
"121",121,35246.1009,36650.9841,419612,NA,"Bedok North Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"20 Jalan Damai",NA,NA,"927F86E33674A6BB",2014-04-17,NA,36650.9841,35246.1009
"122",122,40382.5943,18397.246,689762,NA,"South View Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"6 Choa Chu Kang Central",NA,NA,"774E1475C2D267C7",2014-04-17,NA,18397.246,40382.5943
"123",123,32477.4258,19671.3339,127391,NA,"Tanglin Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"301 West Coast Road",NA,NA,"2EA9619A50F292F0",2014-04-17,NA,19671.3339,32477.4257
"124",124,38793.6121,40904.4082,518901,NA,"Coral Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football,",NA,"31 Pasir Ris Street 51",NA,NA,"826E9D462F0DE22B",2014-04-17,NA,40904.4082,38793.612
"125",125,35524.6962,38360.8756,479229,NA,"Damai Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"4800 Bedok Reservoir Road",NA,NA,"DB2F4AB7605F78A8",2014-04-17,NA,38360.8755,35524.6962
"126",126,35635.9093,12508.7555,648965,NA,"Jurong West Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
7.00am - 10.00pm 
Opening Hours (Futsal Field) 
NA 
Opening Hours (Stadium) 
7.00am - 10.00pm (Free admission for jogging from 4.30 am - 9.30 pm except when stadium is exclusively booked.) 
Opening Hours (Sports Ha",NA,"20 Jurong West Street 93 S(648965)",NA,NA,"A52846A681719B6B",2014-04-17,NA,12508.7555,35635.9092
"127",127,29778.88,25788.0937,159050,NA,"Bukit Merah Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"10 Lengkok Bahru",NA,NA,"88E768D5B0681574",2014-04-17,NA,25788.0937,29778.88
"128",128,35711.2774,41301.5212,529894,NA,"Changkat Changi Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"23 Simei Street 3",NA,NA,"F861B1353DD5C8D7",2014-04-17,NA,41301.5212,35711.2774
"129",129,33038.523,20190.2983,129903,NA,"Clementi Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"8 Clementi Ave 3",NA,NA,"C3E678CDC5AB6535",2014-04-17,NA,20190.2982,33038.523
"130",130,48405.7004,26232.5508,757521,NA,"Endeavour Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field, Indoor Sports Hall 
Sports 
Free Pla",NA,"10 Admiralty Link",NA,NA,"76CCB8E4E3D97394",2014-04-17,NA,26232.5508,48405.7004
"131",131,37267.7625,39157.5625,528933,NA,"Junyuan Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"11 Tampines Street 84",NA,NA,"39E0A89058254985",2014-04-17,NA,39157.5625,37267.7624
"132",132,36355.9407,19386.7439,659762,NA,"Keming Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"90 Bukit Batok East Ave 6",NA,NA,"64C55C6476E6CD22",2014-04-17,NA,19386.7439,36355.9407
"133",133,34296.7054,39646.506,469643,NA,"Bedok Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
NA 
Opening Hours (Futsal Field) 
NA 
Opening Hours (Stadium) 
7.00am - 10.00pm (Free admission for jogging from 4.30 am - 8.30 pm except when stadium is exclusively booked.) 
Opening Hours (Sports Hall) 
7.00am -",NA,"3 Bedok North Street 2 S(469643)",NA,NA,"D504E22EF6A16EFD",2014-04-17,NA,39646.506,34296.7053
"134",134,40602.6949,29396.4358,569780,NA,"Yio Chu Kang Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
7.00am - 10.00pm 
Opening Hours (Futsal Field) 
NA 
Opening Hours (Stadium) 
7.00am - 8.30pm. (Closed every Thursdays. Free admission for jogging from 4.30 am - 8.30 pm except when stadium is exclusively booked.) 
",NA,"214 Ang Mo Kio Avenue 9 S(569780)",NA,NA,"D293EDBF59A6FBBF",2014-04-17,NA,29396.4358,40602.6949
"135",135,48172.9915,26776.0994,757702,NA,"Wellington Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"10 Wellington Circle",NA,NA,"9A833B505D999BF0",2014-04-17,NA,26776.0993,48172.9914
"136",136,38617.9145,42203.6701,519075,NA,"White Sands Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"2 Pasir Ris Street 11",NA,NA,"05359B369F124483",2014-04-17,NA,42203.67,38617.9145
"137",137,46763.1808,21454.2608,739111,NA,"Woodlands Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football,",NA,"11 Marsiling Road",NA,NA,"E30C0AFC8A3147BF",2014-04-17,NA,21454.2608,46763.1808
"138",138,37089.5756,41114.8518,529393,NA,"Yumin Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"3 Tampines Street 21",NA,NA,"FA4F2CFC06141476",2014-04-17,NA,41114.8518,37089.5756
"139",139,40169.1169,20877.0395,679002,NA,"Zhenghua Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"9 Fajar Road",NA,NA,"937A640F9323BD0C",2014-04-17,NA,20877.0395,40169.1169
"140",140,37980.5808,18981.9583,659088,NA,"Bukit Gombak Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
NA 
Opening Hours (Futsal Field) 
NA 
Opening Hours (Stadium) 
Sundays: 7.00 am - 10.00 pm, Mondays - Saturdays: 7.00 am - 8.00 am, 12.00 pm - 2.00 pm & 7.30 pm - 8.30 pm (Free admission for jogging from 4.30 am -",NA,"810 Bukit Batok West Avenue 5 S(659088)",NA,NA,"4A795A7F08887D50",2014-04-17,NA,18981.9583,37980.5808
"141",141,35674.988,11745.5674,649038,NA,"Juying Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"33 Jurong West Street 91",NA,NA,"3D2BD53A524D0EF1",2014-04-17,NA,11745.5674,35674.9879
"142",142,46988.4333,23599.0225,738489,NA,"Evergreen Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"11 Woodlands Street 83",NA,NA,"173CEAA459B7E3F5",2014-04-17,NA,23599.0225,46988.4332
"143",143,40947.5032,35237.8328,545090,NA,"Sengkang Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"10 Compassvale Lane",NA,NA,"A9BFA8F288C9C5EF",2014-04-17,NA,35237.8328,40947.5032
"144",144,39351.8599,33501.3556,538789,NA,"Xin Min Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"11 Hougang Avenue 8",NA,NA,"2B596EDF9C52EE9B",2014-04-17,NA,33501.3556,39351.8598
"145",145,36005.3904,15459.0619,618654,NA,"Yuan Ching Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"103 Yuan Ching Road",NA,NA,"FA1B93C7C6AAA3B1",2014-04-17,NA,15459.0619,36005.3903
"146",146,30656.5375,25759.973,148800,NA,"Queenstown Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"1 Strathmore Road",NA,NA,"6708CB912B2BD615",2014-04-17,NA,25759.973,30656.5374
"147",147,34704.7466,38975.9556,469680,NA,"Fengshan Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"307 Bedok North Road",NA,NA,"24F2F26D95787920",2014-04-17,NA,38975.9556,34704.7466
"148",148,29792.8191,26014.2615,158901,NA,"Gan Eng Seng Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"100 Redhill Close",NA,NA,"34438B3930725CCA",2014-04-17,NA,26014.2615,29792.8191
"149",149,29715.0111,26473.7231,159544,NA,"Henderson Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"100 Henderson Road",NA,NA,"239716B009A1821C",2014-04-17,NA,26473.7231,29715.011
"150",150,39923.182,33308.6612,534238,NA,"Hougang Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"1 Hougang Street 93",NA,NA,"F6665AA5D5560086",2014-04-17,NA,33308.6612,39923.182
"151",151,39302.694,30864.6991,569185,NA,"Da Qiao Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"8 Ang Mo Kio Street 54",NA,NA,"77BE3F0C00D78FBA",2014-04-17,NA,30864.699,39302.694
"152",152,36080.407,14612.6012,649930,NA,"Boon Lay Garden Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall):  
NA  
Opening Hours (Field):  
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm  
Facilities:  
Free To Play Field  
Sports  
Free Play",NA,"20 Boon Lay Drive",NA,NA,"D7F81B98515063C2",2014-04-17,NA,14612.6012,36080.4069
"153",153,48321.8136,25902.5329,757699,NA,"Canberra Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"51 Sembawang Drive",NA,NA,"4DA52304A21F6AF7",2014-04-17,NA,25902.5329,48321.8136
"154",154,33091.2638,20065.221,129904,NA,"Clementi Town Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"10 Clementi Ave 3",NA,NA,"C202A65225755EAE",2014-04-17,NA,20065.2209,33091.2638
"155",155,39888.3734,34833.9018,538787,NA,"Punggol Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field, Indoor Sports Hall 
Sports 
Free Play, Badminton",NA,"61 Hougang Avenue 8",NA,NA,"B2F9542C5994E085",2014-04-17,NA,34833.9018,39888.3734
"156",156,28604.2996,26982.9446,99840,NA,"Radin Mas Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"1 Bukit Purmei Avenue",NA,NA,"C2DF94F1FCCEE5EB",2014-04-17,NA,26982.9446,28604.2995
"157",157,35344.7991,13099.2087,642656,NA,"Frontier Primay School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"20 Jurong West Street 61",NA,NA,"FB22B93BE39C17F4",2014-04-17,NA,13099.2087,35344.7991
"158",158,30164.4591,26933.2812,159561,NA,"Gan Eng Seng School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"1 Henderson Road",NA,NA,"8B9574595F668713",2014-04-17,NA,26933.2812,30164.4591
"159",159,40444.4545,21378.7198,679938,NA,"Greenridge Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Badminton",NA,"32 Bukit Panjang Road",NA,NA,"39A48A66F69C006A",2014-04-17,NA,21378.7198,40444.4545
"160",160,39604.2633,41202.5389,519640,NA,"Pasir Ris Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
7.00am - 10.00pm 
Opening Hours (Futsal Field) 
7.00am - 9.00pm 
Opening Hours (Stadium) 
NA 
Opening Hours (Sports Hall) 
7.00am - 10.00pm 
Facilities: 
Pasir Ris Outdoor Soccer Court, Pasir Ris ClubFITT Gym, Pasi",NA,"120 Pasir Ris Central NA S(519640)",NA,NA,"196AC9653F2C5A01",2014-04-17,NA,41202.5389,39604.2632
"161",161,46289.0267,22100.5674,738597,NA,"Woodlands Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
NA 
Opening Hours (Futsal Field) 
NA 
Opening Hours (Stadium) 
7.00am - 9.30pm (Free admission for jogging from 4.30 am - 8.30 pm except when stadium is exclusively booked.) 
Opening Hours (Sports Hall) 
7.00am - 1",NA,"2 Woodlands Street 12 S(738597)",NA,NA,"7AE748F47FF04E99",2014-04-17,NA,22100.5674,46289.0266
"162",162,34162.3914,31160.6809,327920,NA,"St Wilfrid Sports Complex","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
7.00am - 10.00pm 
Opening Hours (Futsal Field)7.00 am - 7.30 pm 
Opening Hours (Stadium) 
NA 
Facilities: 
St Wilfrid Field, St Wilfrid Tennis Centre",NA,"3 St Wilfred Road NA S(327920)",NA,NA,"1E1435296A88D145",2014-04-17,NA,31160.6809,34162.3914
"163",163,31035.9998,24580.9071,148948,NA,"Queenstown Sports & Recreation Centre","http://www.ssc.gov.sg/publish/Corporate/en/participation/hotspot/sports_facility.html?","Opening Hours (Stadium) 
7.00am - 9.30pm (Free admission for Qigong at 6.30am and jogging from 4.30 am - 9.30 pm except when stadium is exclusively booked.)Opening Hours (Pool)8.00am - 9.30pm 
Facilities:Queenstown Swimming Complex, Queenstown Stadium",NA,"473 Stirling Road NA S(148948)",NA,NA,"06253201B76E76D0",2014-04-17,NA,24580.9071,31035.9998
"164",164,37094.3927,16165.8167,649370,NA,"Hong Kah Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"931 Jurong West Street 42",NA,NA,"7645751B2D4D0489",2014-04-17,NA,16165.8167,37094.3926
"165",165,39277.9572,30065.0416,569228,NA,"Jing Shan Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"5 Ang Mo Kio Street 52",NA,NA,"6F2EFF504E78CA45",2014-04-17,NA,30065.0416,39277.9572
"166",166,34094.0815,35908.9299,419529,NA,"Eunos Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"95 Jalan Eunos",NA,NA,"89AA9E03ED6CFCED",2014-04-17,NA,35908.9298,34094.0814
"167",167,39628.0344,35658.8371,534237,NA,"Serangoon Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"11 Upper Serangoon View",NA,NA,"28EA5D9206691199",2014-04-17,NA,35658.8371,39628.0343
"168",168,37549.8834,32572.1865,545677,NA,"Serangoon Sports and Recreation Centre","http://www.icanbook.com.sg/","Opening Hours (Stadium) 
7.00am - 10.00pm (Free admission for jogging from 4.30 am - 8.30 pm except when stadium is exclusively booked.)Opening Hours (Pool)8.00am - 9.30pm 
Facilities:Serangoon Stadium, Serangoon Swimming Complex",NA,"33 Yio Chu Kang Road  NA S(545677)",NA,NA,"251F1E80D2BCA42C",2014-04-17,NA,32572.1864,37549.8834
"169",169,34390.4871,34173.7788,379499,NA,"MacPherson Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"121 Circuit Road",NA,NA,"5397C4AE052CE181",2014-04-17,NA,34173.7788,34390.487
"170",170,32273.2183,20843.6584,129956,NA,"Nan Hua High School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"41 Clementi Ave 1",NA,NA,"1B7D121BF0D0AA87",2014-04-17,NA,20843.6584,32273.2182
"171",171,45469.0207,29682.011,768960,NA,"North View Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"210 Yishun Avenue 6",NA,NA,"83FB2879B4C655E8",2014-04-17,NA,29682.0109,45469.0207
